(((((SPY)))))Thu Oct 29 22:19:12 2009:Kaguya, Argon spied Boss(NPC)
(((((edit)))))Fri Feb 10 02:02:24 2012:the ewrewr, ewrewr edited narakzi
(((((edit)))))Fri Feb 10 02:02:24 2012:the ewrewr, ewrewr edited narakzi
(((((edit)))))Fri Feb 10 02:02:56 2012:the ewrewr, ewrewr edited narakzi
(((((edit)))))Fri Feb 10 02:02:56 2012:the ewrewr, ewrewr edited narakzi
(((((edit)))))Fri Feb 10 02:02:56 2012:the ewrewr, ewrewr edited narakzi
(((((edit)))))Fri Feb 10 02:03:28 2012:the ewrewr, ewrewr edited narakzi
(((((edit)))))Fri Feb 10 02:03:28 2012:the ewrewr, ewrewr edited narakzi
(((((edit)))))Fri Feb 10 02:04:00 2012:the ewrewr, ewrewr edited narakzi
(((((edit)))))Fri Feb 10 02:04:00 2012:the ewrewr, ewrewr edited narakzi
(((((edit)))))Fri Feb 10 02:04:00 2012:the ewrewr, ewrewr edited 
(((((edit)))))Fri Feb 10 02:05:04 2012:the ewrewr, ewrewr edited narakzi
(((((edit)))))Fri Feb 10 23:49:04 2012:the ewrewr, ewrewr edited narakzi
(((((edit)))))Fri Feb 10 23:49:36 2012:the ewrewr, ewrewr edited 
(((((edit)))))Fri Feb 10 23:49:36 2012:the ewrewr, ewrewr edited 
(((((edit)))))Sat Feb 11 00:02:56 2012:Hoshigaki, hakw edited 
(((((edit)))))Sat Feb 11 00:03:28 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Sat Feb 11 00:03:28 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Sat Feb 11 23:22:56 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Sat Feb 11 23:22:56 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Sat Feb 11 23:22:56 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Sun Feb 12 02:54:40 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Sun Feb 12 02:55:12 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Sun Feb 12 03:08:00 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 12:56:48 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 12:56:48 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 12:56:48 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 12:56:48 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 12:57:20 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 12:57:20 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 13:03:12 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 13:03:12 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 13:03:12 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 13:11:44 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 13:12:16 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 13:12:16 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 13:17:04 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 13:17:04 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 13:17:36 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 13:17:36 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Mon Feb 13 13:17:36 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Thu Mar 08 00:09:52 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Thu Mar 08 00:10:24 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Thu Mar 08 00:10:24 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Thu Mar 08 00:10:24 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Thu Mar 08 00:10:56 2012:Hoshigaki, hakw edited narakzi
(((((edit)))))Fri Mar 16 01:48:00 2012:Uchiha, Sasuke edited Uchiha, Sasuke
(((((edit)))))Fri Mar 16 04:15:12 2012:Uchiha, Sasuke edited Uchiha, Sasuke
(((((edit)))))Fri Mar 16 04:18:24 2012:Uchiha, Sasuke edited Uchiha, Sasuke
(((((edit)))))Fri Mar 16 04:18:56 2012:Uchiha, Sasuke edited Uchiha, Sasuke
(((((edit)))))Mon Mar 19 19:53:52 2012:Uchiha, Sasuke edited Uchiha, Sasuke
(((((edit)))))Sat Mar 24 00:34:56 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 24 00:37:04 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 24 00:38:40 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 24 00:39:44 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 24 00:45:04 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 24 00:45:36 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 24 00:46:40 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 24 10:49:52 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 24 11:17:04 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 24 11:34:40 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 24 22:20:00 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 24 23:02:40 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 24 23:15:28 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 24 23:30:56 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 31 22:39:12 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 31 22:41:20 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Mar 31 23:26:40 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sun Apr 01 00:01:20 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Fri Apr 06 22:50:56 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Sat Apr 07 20:11:28 2012:Akimichi, Taku edited Akimichi, Taku
(((((edit)))))Mon Apr 09 15:14:24 2012:Kaguya, Sasuna edited Kaguya, Sasuna
(((((edit)))))Tue Apr 10 02:18:24 2012:Kaguya, Sasuna edited Kaguya, Sasuna
(((((edit)))))Tue Apr 10 02:22:08 2012:Kaguya, Sasuna edited Kaguya, Sasuna
(((((edit)))))Tue Apr 10 02:42:56 2012:Iwazuka, Sasuna edited Iwazuka, Sasuna
(((((edit)))))Tue Apr 10 02:49:20 2012:Iwazuka, SAsuna edited Iwazuka, SAsuna
(((((edit)))))Tue Apr 10 03:07:28 2012:Iwazuka, SAsuna edited Iwazuka, SAsuna
(((((edit)))))Fri Apr 13 23:07:28 2012:Yotsuki, Sasu edited Yotsuki, Sasu
(((((edit)))))Sat May 05 00:47:28 2012:Moo, moo edited ss10trunks
(((((edit)))))Sat May 05 00:47:28 2012:Moo, moo edited ss10trunks
(((((edit)))))Sat May 05 00:47:28 2012:Moo, moo edited ss10trunks
(((((edit)))))Sat May 05 00:47:28 2012:Moo, moo edited ss10trunks
(((((edit)))))Sat May 05 00:48:00 2012:Moo, moo edited Shadow Clone Jutsu
(((((edit)))))Sat May 05 23:07:44 2012:Moo, moo edited ss10trunks
(((((edit)))))Sat May 05 23:07:44 2012:Moo, moo edited Dragon Fire Jutsu
(((((edit)))))Sat May 05 23:08:48 2012:Moo, moo edited ss10trunks
(((((edit)))))Sat May 05 23:08:48 2012:Moo, moo edited Dragon Fire Jutsu
(((((edit)))))Mon May 07 15:15:44 2012:Moo, moo edited ss10trunks
(((((edit)))))Mon May 07 15:18:56 2012:Moo, moo edited ss10trunks
(((((edit)))))Mon May 07 22:27:12 2012:Moo, moo edited ss10trunks
(((((edit)))))Mon May 07 22:27:44 2012:Moo, moo edited Electromagnetic Murder
(((((edit)))))Mon May 07 22:30:56 2012:Moo, moo edited Moo, moo
(((((edit)))))Mon May 07 23:25:20 2012:Moo, moo edited ss10trunks
(((((edit)))))Wed May 09 10:18:40 2012:Moo, moo edited Leaf ANBU
(((((edit)))))Thu May 10 14:25:36 2012:Moo, moo edited ss10trunks
(((((edit)))))Tue May 22 00:16:00 2012:Moo, moo edited ss10trunks
(((((edit)))))Tue May 22 01:10:24 2012:Moo, moo edited Dance of the Camellia
(((((edit)))))Thu Jun 14 13:42:56 2012:Moo, moo edited ss10trunks
(((((edit)))))Thu Jun 14 13:42:56 2012:Moo, moo edited ss10trunks
(((((edit)))))Thu Jun 14 13:43:28 2012:Moo, moo edited Katon: Gouenkyuu No Jutsu
(((((edit)))))Thu Jun 14 13:44:00 2012:Moo, moo edited Katon: Gouenkyuu No Jutsu
(((((edit)))))Thu Jun 14 13:50:56 2012:Moo, moo edited ss10trunks
(((((edit)))))Thu Jun 14 13:50:56 2012:Moo, moo edited Suiton: Great Waterfall Flow
(((((edit)))))Thu Jun 14 14:00:00 2012:Moo, moo edited ss10trunks
(((((edit)))))Thu Jun 14 14:01:36 2012:Moo, moo edited ss10trunks
(((((edit)))))Thu Jun 14 14:01:36 2012:Moo, moo edited Violent Water Wave
(((((edit)))))Mon Jun 18 22:05:52 2012:Moo, moo edited ss10trunks
(((((edit)))))Mon Jun 18 22:05:52 2012:Moo, moo edited ss10trunks
(((((edit)))))Mon Jun 18 22:05:52 2012:Moo, moo edited Mythical Fire Phoenix Jutsu
(((((edit)))))Mon Jun 18 22:06:24 2012:Moo, moo edited ss10trunks
(((((edit)))))Mon Jun 18 22:06:56 2012:Moo, moo edited ss10trunks
(((((edit)))))Mon Jun 18 23:09:52 2012:Moo, moo edited ss10trunks
(((((edit)))))Mon Jun 18 23:51:28 2012:Moo, moo edited ss10trunks
(((((edit)))))Mon Jun 18 23:51:28 2012:Moo, moo edited ss10trunks
(((((edit)))))Mon Jun 18 23:56:16 2012:Moo, moo edited ss10trunks
(((((edit)))))Tue Jun 26 18:54:20 2012:Yotsuki, Sasu edited Yotsuki, Sasu
(((((edit)))))Fri Jun 29 20:01:42 2012:Argon edited demonick
(((((edit)))))Fri Jun 29 20:01:42 2012:Argon edited demonick
(((((edit)))))Fri Jun 29 20:01:42 2012:Argon edited demonick
(((((edit)))))Sat Jun 30 20:00:27 2012:Argon edited demonick
(((((edit)))))Sat Jun 30 20:00:27 2012:Argon edited demonick
(((((edit)))))Sat Jun 30 20:00:27 2012:Argon edited demonick
(((((edit)))))Sat Jun 30 20:00:27 2012:Argon edited demonick
(((((edit)))))Sat Jun 30 20:00:27 2012:Argon edited demonick
(((((edit)))))Sat Jun 30 20:00:27 2012:Argon edited Great Breakthrough Jutsu
(((((edit)))))Sun Jul 01 20:01:30 2012:Argon edited demonick
(((((edit)))))Sun Jul 01 20:01:30 2012:Argon edited demonick
(((((edit)))))Sun Jul 01 20:01:30 2012:Argon edited demonick
(((((edit)))))Sun Jul 01 20:01:30 2012:Argon edited demonick
(((((edit)))))Sun Jul 01 20:01:30 2012:Argon edited demonick
(((((edit)))))Sun Jul 01 20:01:30 2012:Argon edited demonick
(((((edit)))))Sun Jul 01 20:01:30 2012:Argon edited NanoMite Gathering
(((((edit)))))Sun Jul 01 20:01:30 2012:Argon edited demonick
(((((edit)))))Sun Jul 01 20:01:31 2012:Argon edited demonick
(((((edit)))))Mon Jul 16 17:00:03 2012:Yotsuki, Sasu edited Yotsuki, Sasu
(((((edit)))))Mon Jul 16 17:00:04 2012:Yotsuki, Sasu edited Yotsuki, Sasu
(((((edit)))))Mon Jul 16 17:00:14 2012:Yotsuki, Sasu edited Yotsuki, Sasu
(((((edit)))))Sun Jul 22 17:02:00 2012:Yotsuki, Sasu edited Yotsuki, Sasu
(((((edit)))))Sun Jul 22 17:02:04 2012:Yotsuki, Sasu edited Yotsuki, Sasu
(((((edit)))))Sun Jul 22 17:02:15 2012:Yotsuki, Sasu edited Yotsuki, Sasu
(((((edit)))))Sun Jul 22 17:02:15 2012:Yotsuki, Sasu edited Yotsuki, Sasu
(((((edit)))))Mon Aug 13 20:00:27 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:00:27 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:00:27 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:00:27 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:00:27 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:01:43 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:01:43 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:01:43 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:01:43 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:01:43 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:01:43 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:01:43 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:01:45 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:01:45 2012:Hyuuga, dsfsdgf' edited Katon Dai Endan
(((((edit)))))Mon Aug 13 20:01:46 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:01:46 2012:Hyuuga, dsfsdgf' edited Katon Dai Endan
(((((SPY)))))Mon Aug 13 20:01:46 2012:Hyuuga, dsfsdgf' spied Hyuuga, Kero
(((((SPY)))))Mon Aug 13 20:01:46 2012:Hyuuga, dsfsdgf' spied Hyuuga, Kero
(((((edit)))))Mon Aug 13 20:01:48 2012:Hyuuga, dsfsdgf' edited FireSpit
(((((edit)))))Mon Aug 13 20:01:48 2012:Hyuuga, dsfsdgf' edited FireSpit
(((((edit)))))Mon Aug 13 20:01:48 2012:Hyuuga, dsfsdgf' edited FireSpit
(((((edit)))))Mon Aug 13 20:01:48 2012:Hyuuga, dsfsdgf' edited FireSpit
(((((edit)))))Mon Aug 13 20:01:49 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Aug 13 20:01:53 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sat Sep 01 20:00:14 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sat Sep 01 20:00:14 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sat Sep 01 20:00:14 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sat Sep 01 20:00:14 2012:Hyuuga, dsfsdgf' edited Insect Sphere
(((((edit)))))Sat Sep 01 20:00:14 2012:Hyuuga, dsfsdgf' edited Insect Sphere
(((((edit)))))Sat Sep 01 20:00:14 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Sep 03 20:02:01 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Wed Sep 05 20:02:04 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Wed Sep 05 20:02:19 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sun Sep 09 20:00:49 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sun Sep 09 20:00:49 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sun Sep 09 20:00:49 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sun Sep 09 20:00:49 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sun Sep 09 20:00:49 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sun Sep 09 20:00:49 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sun Sep 09 20:00:52 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Mon Sep 10 20:00:53 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sat Sep 15 20:01:47 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sat Sep 15 20:01:47 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sat Sep 15 20:01:47 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sat Sep 15 20:01:47 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sat Sep 15 20:01:47 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sat Sep 15 20:01:47 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sat Sep 15 20:01:47 2012:Hyuuga, dsfsdgf' edited demonick
(((((edit)))))Sat Sep 15 20:01:55 2012:Hyuuga, dsfsdgf' edited Slot13
(((((edit)))))Thu Sep 27 17:01:49 2012:Yotsuki, Sasu edited Yotsuki, Sasu
(((((edit)))))Sun Sep 30 17:01:52 2012:Yotsuki, Sasu edited Yotsuki, Sasu
(((((edit)))))Sun Sep 30 19:02:11 2012:Yotsuki, Sasu edited Yotsuki, Sasu
(((((edit)))))Thu Oct 04 19:02:14 2012:Satou, Sas edited Satou, Sas
(((((edit)))))Thu Oct 04 19:02:16 2012:Satou, Sas edited Satou, Sas
(((((edit)))))Thu Oct 11 20:00:21 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Thu Oct 11 20:00:21 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Thu Oct 11 20:00:21 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Thu Oct 11 20:00:21 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Thu Oct 11 20:00:21 2012:Hyuuga, dsfsdgf' ()(DemonicK) started editing Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Thu Oct 11 20:00:21 2012: Hyuuga, dsfsdgf' edited Hyuuga, dsfsdgf''s "NosinasisMemoriaMember" from "0" to "1"
(((((edit)))))Thu Oct 11 20:00:21 2012: Hyuuga, dsfsdgf' edited Hyuuga, dsfsdgf''s "NosinasisMemoriaMember" from <i>1</i> to <i>1</i>
(((((edit)))))Thu Oct 11 20:00:27 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Thu Oct 11 20:00:27 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Thu Oct 25 20:00:21 2012:Hyuuga, dsfsdgf' ()(DemonicK) started editing Door
(((((edit)))))Thu Oct 25 20:00:21 2012: Hyuuga, dsfsdgf' edited Door's "density" from <i>0</i> to <i>1</i>
(((((edit)))))Thu Oct 25 20:00:37 2012:Hyuuga, dsfsdgf' ()(DemonicK) started editing Bed2
(((((edit)))))Thu Oct 25 20:00:37 2012: Hyuuga, dsfsdgf' edited Bed2's "layer" from <i>6</i> to <i>3</i>
(((((edit)))))Thu Oct 25 20:00:45 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Thu Oct 25 20:01:35 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Thu Oct 25 20:01:36 2012:Hyuuga, dsfsdgf' ()(DemonicK) edited Hyuuga, dsfsdgf' ()(DemonicK)
(((((edit)))))Wed Oct 31 19:02:03 2012: Uchiha, hjk(CobraT1337) created <i>/obj/WEAPONS/OriginalKubikiriHoucho</i>
(((((edit)))))Thu Nov 01 17:01:23 2012: Uchiha, hjk(CobraT1337) created <i>/obj/WEAPONS/InvisibleKaito</i>
(((((edit)))))Thu Nov 01 17:01:23 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Thu Nov 01 17:01:23 2012: Uchiha, hjk edited Uchiha, hjk's "WeaponInRightHand" from "" to "Invisible Kaito (/obj/WEAPONS/InvisibleKaito)"
(((((edit)))))Thu Nov 01 17:01:51 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Thu Nov 01 17:01:51 2012: Uchiha, hjk edited Uchiha, hjk's "Mchakra" from <i>2100</i> to <i>9520</i>
(((((edit)))))Thu Nov 01 17:01:51 2012:Uchiha, hjk ()(CobraT1337) started editing KaitoCuts
(((((edit)))))Thu Nov 01 17:01:52 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Thu Nov 01 17:01:52 2012: Uchiha, hjk edited Uchiha, hjk's "NinjutsuMastery" from <i>0.6</i> to <i>282</i>
(((((edit)))))Wed Nov 07 18:00:30 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Wed Nov 07 18:00:30 2012: Uchiha, hjk edited Uchiha, hjk's "CalloftheSwamp" from <i>0</i> to <i>3</i>
(((((edit)))))Thu Nov 08 18:00:09 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Thu Nov 08 18:00:09 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Thu Nov 08 18:00:09 2012: Uchiha, hjk edited Uchiha, hjk's "TailState" from <i>0</i> to <i>2</i>
(((((edit)))))Thu Nov 08 18:00:09 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Thu Nov 08 18:00:09 2012: Uchiha, hjk edited Uchiha, hjk's "Bijuu" from "" to "Sanbi"
(((((edit)))))Thu Nov 08 18:00:10 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Thu Nov 08 18:00:10 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Thu Nov 08 18:00:10 2012: Uchiha, hjk edited Uchiha, hjk's "HandsealsMastery" from <i>0</i> to <i>3</i>
(((((edit)))))Thu Nov 08 18:00:18 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Thu Nov 08 18:00:18 2012: Uchiha, hjk edited Uchiha, hjk's "Bijuu" from "Sanbi" to "Nibi"
(((((edit)))))Thu Nov 08 18:00:18 2012: Uchiha, hjk edited Uchiha, hjk's "TailState" from <i>2</i> to <i>2</i>
(((((edit)))))Thu Nov 08 18:00:18 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Thu Nov 08 18:00:18 2012: Uchiha, hjk edited Uchiha, hjk's "Bijuu" from "Nibi" to "Sanbi"
(((((edit)))))Thu Nov 08 18:02:22 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Thu Nov 08 18:02:22 2012: Uchiha, hjk edited Uchiha, hjk's "GenSkill" from <i>5</i> to <i>40</i>
(((((edit)))))Thu Nov 08 18:02:23 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Thu Nov 08 18:02:23 2012: Uchiha, hjk edited Uchiha, hjk's "GenjutsuKnowledge" from <i>0</i> to <i>2000</i>
(((((edit)))))Fri Nov 09 18:00:00 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Fri Nov 09 18:00:00 2012: Uchiha, hjk edited Uchiha, hjk's "GenSkill" from <i>5</i> to <i>40</i>
(((((edit)))))Sat Nov 10 18:00:10 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Sat Nov 10 18:00:10 2012: Uchiha, hjk edited Uchiha, hjk's "GenjutsuKnowledge" from <i>2000</i> to <i>21</i>
(((((edit)))))Sat Nov 10 18:00:43 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Sat Nov 10 18:00:43 2012: Uchiha, hjk edited Uchiha, hjk's "ConversusinSecondStageMastery" from <i>0</i> to <i>4123</i>
(((((edit)))))Sat Nov 10 18:00:43 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Sat Nov 10 18:00:43 2012: Uchiha, hjk edited Uchiha, hjk's "ConversusinMastery" from <i>0</i> to <i>500</i>
(((((edit)))))Sat Nov 10 18:00:43 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Sat Nov 10 18:00:43 2012: Uchiha, hjk edited Uchiha, hjk's "ConversusinChargeUp" from <i>4</i> to <i>35</i>
(((((edit)))))Sun Nov 11 18:00:17 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Tue Nov 13 16:00:23 2012: Uchiha, hjk(CobraT1337) created <i>/obj/BeginnerFishingRod</i>
(((((edit)))))Tue Nov 13 16:00:23 2012:Uchiha, hjk ()(CobraT1337) started editing Beginner Fishing Rod
(((((edit)))))Tue Nov 13 16:00:23 2012:Uchiha, hjk ()(CobraT1337) started editing Beginner Fishing Rod
(((((edit)))))Tue Nov 13 16:00:23 2012: Uchiha, hjk edited Beginner Fishing Rod's "Broken" from <i>1</i> to <i>0</i>
(((((edit)))))Tue Nov 13 16:00:23 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Tue Nov 13 16:00:23 2012:Uchiha, hjk ()(CobraT1337) started editing Beginner Fishing Rod
(((((edit)))))Tue Nov 13 18:00:29 2012:Uchiha, hjk ()(CobraT1337) started editing Beginner Fishing Rod
(((((edit)))))Tue Nov 13 18:00:29 2012: Uchiha, hjk edited Beginner Fishing Rod's "ReeledOut" from <i>1</i> to <i>0</i>
(((((edit)))))Tue Nov 13 18:00:29 2012:Uchiha, hjk ()(CobraT1337) started editing Beginner Fishing Rod
(((((edit)))))Tue Nov 13 18:00:29 2012:Uchiha, hjk ()(CobraT1337) started editing Beginner Fishing Rod
(((((edit)))))Tue Nov 13 18:00:29 2012:Uchiha, hjk ()(CobraT1337) started editing Beginner Fishing Rod
(((((edit)))))Tue Nov 13 18:00:29 2012: Uchiha, hjk edited Beginner Fishing Rod's "ReeledIn" from <i>0</i> to <i>1</i>
(((((edit)))))Wed Nov 14 18:00:26 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Wed Nov 14 18:00:27 2012:Uchiha, hjk ()(CobraT1337) started editing Beginner Fishing Rod
(((((edit)))))Wed Nov 14 18:00:30 2012: Uchiha, hjk(CobraT1337) created <i>/obj/BeginnerFishingRod</i>
(((((edit)))))Fri Nov 16 18:02:01 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Fri Nov 16 18:02:01 2012: Uchiha, hjk edited Uchiha, hjk's "Inferno" from <i>0</i> to <i>3</i>
(((((edit)))))Fri Nov 16 18:02:02 2012:Uchiha, hjk ()(CobraT1337) started editing Goukakyuu
(((((edit)))))Fri Nov 16 18:02:02 2012:Uchiha, hjk ()(CobraT1337) started editing Goukakyuu
